ApplNo,Form,DrugName,ActiveIngredient,ApplType,SponsorName,ApplicationDocsURL
17037,INJECTABLE;INJECTION,HEPARIN SODIUM,HEPARIN SODIUM,NDA,HIKMA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/017037Orig1s187lbl.pdf
17058,"TABLET, FOR SUSPENSION;ORAL",METHADONE HYDROCHLORIDE,METHADONE HYDROCHLORIDE,NDA,HIKMA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/017058s027lbl.pdf
17067,INJECTABLE;INJECTION,CHORIONIC GONADOTROPIN,"GONADOTROPIN, CHORIONIC",BLA,FRESENIUS KABI USA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/017067s057lbl.pdf
17078,"CAPSULE, EXTENDED RELEASE;ORAL",DEXEDRINE,DEXTROAMPHETAMINE SULFATE,NDA,IMPAX LABS INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/017078s054lbl.pdf
17100,SUSPENSION/DROPS;OPHTHALMIC,PRED MILD,PREDNISOLONE ACETATE,NDA,ALLERGAN,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/017100s048lbl.pdf
17105,TABLET;ORAL,TRANXENE,CLORAZEPATE DIPOTASSIUM,NDA,KEY THERAP,http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/017105s085lbl.pdf
17106,SOLUTION;INTRAMUSCULAR,ATROPEN,ATROPINE,NDA,MMT,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/017106s052lbl.pdf
17116,CONCENTRATE;ORAL,METHADOSE,METHADONE HYDROCHLORIDE,NDA,SPECGX LLC,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/017116Orig1s043Lbl.pdf
17243,SOLUTION;INTRAVENOUS,ULTRA-TECHNEKOW FM,TECHNETIUM TC-99M SODIUM PERTECHNETATE GENERATOR,NDA,CURIUM,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/017243Orig1s046lbl.pdf
17284,GAS;INHALATION,XENON XE 133,XENON XE-133,NDA,LANTHEUS MEDCL,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/017284s012lbl.pdf
17340,CREAM;TOPICAL,RETIN-A,TRETINOIN,NDA,VALEANT PHARMS NORTH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/16921s21s22s25lbl.pdf
17376,TABLET;ORAL,SEPTRA,SULFAMETHOXAZOLE; TRIMETHOPRIM,NDA,MONARCH PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/017376s062lbl.pdf
17377,TABLET;ORAL,BACTRIM,SULFAMETHOXAZOLE; TRIMETHOPRIM,NDA,SUN PHARM INDUSTRIES,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/017377s083lbl.pdf
17378,INJECTABLE;INJECTION,PLASMA-LYTE 148 IN WATER IN PLASTIC CONTAINER,MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM GLUCONATE,NDA,BAXTER HLTHCARE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/017378s075lbl.pdf
17381,CREAM;TOPICAL,SILVADENE,SILVER SULFADIAZINE,NDA,KING PHARMS LLC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/017381s053lbl.pdf
17398,INJECTABLE;INJECTION,REGONOL,PYRIDOSTIGMINE BROMIDE,NDA,SANDOZ INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/17398s015lbl.pdf
17422,INJECTABLE;INJECTION,BICNU,CARMUSTINE,NDA,AVET LIFESCIENCES,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/017422s055lbl.pdf
17428,LIQUID;IRRIGATION,STERILE WATER,STERILE WATER FOR IRRIGATION,NDA,BAXTER HLTHCARE,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/017428s071_017866s052lbl.pdf
17441,INJECTABLE;INJECTION,INFED,FERRIC OXYHYDROXIDE,NDA,ALLERGAN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/017441s179lbl.pdf
17442,CAPSULE;ORAL,MINIPRESS,PRAZOSIN HYDROCHLORIDE,NDA,PFIZER,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/017442 s043lbl.pdf
17443,CAPSULE;ORAL,DANTRIUM,DANTROLENE SODIUM,NDA,PAR STERILE PRODUCTS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/017443s043s046s048s049lbl.pdf
17450,CREAM;VAGINAL,MONISTAT 7,MICONAZOLE NITRATE,NDA,MEDTECH PRODUCTS,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/017450Orig1s075,020670Orig1s036,021261Orig1s025,021308Orig1s031lbl.pdf"
17453,SUSPENSION;ORAL,PROGLYCEM,DIAZOXIDE,NDA,TEVA BRANDED PHARM,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/017425s017,017453s023lbl.pdf"
17469,SUSPENSION/DROPS;OPHTHALMIC,OMNIPRED,PREDNISOLONE ACETATE,NDA,NOVARTIS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/017469Orig1s047lbl.pdf
17478,INJECTABLE;INJECTION,GALLIUM CITRATE GA 67,GALLIUM CITRATE GA-67,NDA,LANTHEUS MEDCL,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/017478s016lbl.pdf
17484,INJECTABLE;INJECTION,DEXTROSE 5% AND ELECTROLYTE NO. 48 IN PLASTIC CONTAINER,"DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, MONOBASIC; SODIUM CHLORIDE; SODIUM LACTATE",NDA,BAXTER HLTHCARE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/017484s076lbl.pdf
17512,SOLUTION;INTRAPERITONEAL,DIANEAL PD-2 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,NDA,BAXTER HLTHCARE,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/017512s122,020163s027,020183s026lbl.pdf"
17522,CREAM;TOPICAL,RETIN-A,TRETINOIN,NDA,VALEANT BERMUDA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/16921s21s22s25lbl.pdf
17530,INJECTABLE;INJECTION,TIGAN,TRIMETHOBENZAMIDE HYDROCHLORIDE,NDA,PAR STERILE PRODUCTS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/017530s024lbl.pdf
17532,TABLET;ORAL,DIABETA,GLYBURIDE,NDA,SANOFI AVENTIS US,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/017532s038lbl.pdf
17533,TABLET;ORAL,KLONOPIN,CLONAZEPAM,NDA,CHEPLAPHARM,http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/017533s062lbl.pdf
17538,INJECTABLE;INJECTION,TECHNESCAN PYP KIT,TECHNETIUM TC-99M PYROPHOSPHATE KIT,NDA,CURIUM,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/017538s019lbl.pdf
17555,TABLET;ORAL,SINEMET,CARBIDOPA; LEVODOPA,NDA,ORGANON,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/017555s072lbl.pdf
17556,CREAM;TOPICAL,HALOG,HALCINONIDE,NDA,SUN PHARM INDS INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/017556s038lbl.pdf
17563,GRANULE;ORAL,FLAVORED COLESTID,COLESTIPOL HYDROCHLORIDE,NDA,PFIZER,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/017563s023,020222s005lbl.pdf"
17579,GEL;TOPICAL,RETIN-A,TRETINOIN,NDA,VALEANT INTL,http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/16921s21s22s25lbl.pdf
17581,TABLET;ORAL,NAPROSYN,NAPROXEN,NDA,ATNAHS PHARMA US,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/017581s115,018164s065,020067s064lbl.pdf"
17588,CAPSULE;ORAL,GLEOSTINE,LOMUSTINE,NDA,CORDEN PHARMA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/017588Orig1s046lbl.pdf
17604,CAPSULE;ORAL,NALFON,FENOPROFEN CALCIUM,NDA,XSPIRE PHARMA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/017604s051lbl.pdf
17607,INJECTABLE;INJECTION,DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,DEXTROSE; SODIUM CHLORIDE,NDA,ICU MEDICAL INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/017607s123lbl.pdf
17624,LIQUID;INHALATION,FORANE,ISOFLURANE,NDA,BAXTER HLTHCARE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/017624s042lbl.pdf
17634,INJECTABLE;INJECTION,DEXTROSE 5% AND POTASSIUM CHLORIDE 0.15% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE,NDA,BAXTER HLTHCARE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/017634s076lbl.pdf
17643,INJECTABLE;INJECTION,INTRALIPID 10%,SOYBEAN OIL,NDA,FRESENIUS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/017643s082lbl.pdf
17648,INJECTABLE;INJECTION,POTASSIUM CHLORIDE 0.15% IN SODIUM CHLORIDE 0.9%,POTASSIUM CHLORIDE; SODIUM CHLORIDE,NDA,BAXTER HLTHCARE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/017648s071lbl.pdf
17651,INJECTABLE;INJECTION,HEPARIN SODIUM,HEPARIN SODIUM,NDA,FRESENIUS KABI USA,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/017029s156,017651s066lbl.pdf"
17681,TABLET;ORAL,HIPREX,METHENAMINE HIPPURATE,NDA,VALIDUS PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/017681Orig1s019lbl.pdf
17692,INJECTABLE;INJECTION,PREGNYL,"GONADOTROPIN, CHORIONIC",BLA,ORGANON USA INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/017692s018lbl.pdf
17697,INJECTABLE;INJECTION,KINEVAC,SINCALIDE,NDA,BRACCO,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/017697s033lbl.pdf
17744,TABLET;ORAL,MOTOFEN,ATROPINE SULFATE; DIFENOXIN HYDROCHLORIDE,NDA,SEBELA IRELAND LTD,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/017744s026lbl.pdf
17765,CREAM;TOPICAL,CLODERM,CLOCORTOLONE PIVALATE,NDA,EPI HLTH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/17765scp024_cloderm_lbl.pdf
17768,SOLUTION;TOPICAL,HIBICLENS,CHLORHEXIDINE GLUCONATE,NDA,MOLNLYCKE HLTH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/017768Orig1s056lbl.pdf
17771,SOLUTION;INTRAVENOUS,TECHNELITE,TECHNETIUM TC-99M SODIUM PERTECHNETATE GENERATOR,NDA,LANTHEUS MEDCL,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/017771Orig1s044lbl.pdf
17794,TABLET;ORAL,ATIVAN,LORAZEPAM,NDA,BAUSCH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/017794s049lbl.pdf
17806,INJECTABLE;INJECTION,THALLOUS CHLORIDE TL 201,THALLOUS CHLORIDE TL-201,NDA,LANTHEUS MEDCL,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/017806s025lbl.pdf
17808,INJECTABLE;INJECTION,MIACALCIN,CALCITONIN SALMON,NDA,MYLAN IRELAND LTD,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/017808s037lbl.pdf
17812,CAPSULE;ORAL,LITHIUM CARBONATE,LITHIUM CARBONATE,NDA,HIKMA,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/017812s036,018421s035,018558s030lbl.pdf"
17823,SOLUTION;TOPICAL,HALOG,HALCINONIDE,NDA,SUN PHARM INDS INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/17823s023lbl.pdf
17824,OINTMENT;TOPICAL,HALOG,HALCINONIDE,NDA,SUN PHARM INDS INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/17824s024lbl.pdf
17830,TABLET;ORAL,LODOSYN,CARBIDOPA,NDA,ATON,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/017830s014s016s017s018s019s030lbl.pdf
17854,TABLET;ORAL,REGLAN,METOCLOPRAMIDE HYDROCHLORIDE,NDA,ANI PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/017854s062lbl.pdf
17858,"SOLUTION;INJECTION, ORAL",AN-SULFUR COLLOID,TECHNETIUM TC-99M SULFUR COLLOID KIT,NDA,SUN PHARM INDS INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/017858s049lbl.pdf
17866,LIQUID;IRRIGATION,STERILE WATER IN PLASTIC CONTAINER,STERILE WATER FOR IRRIGATION,NDA,BAXTER HLTHCARE,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/017428s071_017866s052lbl.pdf
17874,SYSTEM;TRANSDERMAL,TRANSDERM SCOP,SCOPOLAMINE,NDA,BAXTER HLTHCARE CORP,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/017874s043s044lbl.pdf
17881,INJECTABLE;INJECTION,TECHNETIUM TC 99M ALBUMIN AGGREGATED KIT,TECHNETIUM TC-99M ALBUMIN AGGREGATED KIT,BLA,DRAXIMAGE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/017881s010lbl.pdf
17892,TABLET;ORAL,HALCION,TRIAZOLAM,NDA,PFIZER,http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/017892s057lbl.pdf
17948,TABLET;ORAL,NORMINEST FE,ETHINYL ESTRADIOL;NORETHINDRONE; FERROUS FUMARATE,NDA,GD SEARLE LLC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/017948s047lbl.pdf
17955,GEL;TOPICAL,RETIN-A,TRETINOIN,NDA,VALEANT INTL,http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/16921s21s22s25lbl.pdf
17962,TABLET;ORAL,PARLODEL,BROMOCRIPTINE MESYLATE,NDA,VALIDUS PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/017962s083lbl.pdf
17963,TABLET;ORAL,LOPRESSOR,METOPROLOL TARTRATE,NDA,VALIDUS PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/017963s068lbl.pdf
17989,INJECTABLE;INJECTION,HEMABATE,CARBOPROST TROMETHAMINE,NDA,PFIZER,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/017989s019lbl.pdf
18008,INJECTABLE;INJECTION,POTASSIUM CHLORIDE 5MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,NDA,BAXTER HLTHCARE,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/18008s073,18037s073,18629s046,19308s030lbl.pdf"
18013,CAPSULE;ORAL,PAMELOR,NORTRIPTYLINE HYDROCHLORIDE,NDA,SPECGX LLC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/018013s064lbl.pdf
18016,INJECTABLE;INJECTION,SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,SODIUM CHLORIDE,NDA,BAXTER HLTHCARE,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/016677s169,018016s067,020178s021lbl.pdf"
18027,"TABLET, EXTENDED RELEASE;ORAL",LITHOBID,LITHIUM CARBONATE,NDA,ANI PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/018027s069lbl.pdf
18035,INJECTABLE;INJECTION,DRAXIMAGE MDP-25,TECHNETIUM TC-99M MEDRONATE,NDA,JUBILANT,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/018035s032lbl.pdf
18037,INJECTABLE;INJECTION,"DEXTROSE 5%, SODIUM CHLORIDE 0.2% AND POTASSIUM CHLORIDE 20MEQ (K)",DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,NDA,BAXTER HLTHCARE,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/18008s073,18037s073,18629s046,19308s030lbl.pdf"
18045,CAPSULE;ORAL,EMCYT,ESTRAMUSTINE PHOSPHATE SODIUM,NDA,PHARMACIA AND UPJOHN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/018045s023lbl.pdf
18057,INJECTABLE;INJECTION,CISPLATIN,CISPLATIN,NDA,HQ SPCLT PHARMA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/018057s092lbl.pdf
18060,SUPPOSITORY;RECTAL,ACEPHEN,ACETAMINOPHEN,NDA,COSETTE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/018060Orig1s066lbl.pdf
18063,TABLET;ORAL,CORGARD,NADOLOL,NDA,USWM,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/018063s063lbl.pdf
18066,TABLET;ORAL,UNISOM,DOXYLAMINE SUCCINATE,NDA,CHATTEM,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/018066Orig1s021lbl.pdf
18074,"CAPSULE, EXTENDED RELEASE;ORAL",PHENDIMETRAZINE TARTRATE,PHENDIMETRAZINE TARTRATE,NDA,VIRTUS PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/018074Orig1s037lbl.pdf
18086,SOLUTION/DROPS;OPHTHALMIC,TIMOPTIC,TIMOLOL MALEATE,NDA,BAUSCH AND LOMB INC,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/018086Orig1s080lbl.pdf
18090,INJECTABLE;INJECTION,SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,SODIUM CHLORIDE,NDA,ICU MEDICAL INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/018090sS116lbl.pdf
18124,INJECTABLE;INJECTION,CIS-MDP,TECHNETIUM TC-99M MEDRONATE KIT,NDA,SUN PHARM INDS INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/018124s013lbl.pdf
18132,INJECTABLE;INJECTION,DOPAMINE HYDROCHLORIDE,DOPAMINE HYDROCHLORIDE,NDA,HOSPIRA,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/018132s067,018826s045lbl.pdf"
18140,INJECTABLE;INJECTION,ATIVAN,LORAZEPAM,NDA,HIKMA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018140s051lbl.pdf
18147,CAPSULE;ORAL,FELDENE,PIROXICAM,NDA,PFIZER,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/018147_S052LBL.pdf
18150,INJECTABLE;INJECTION,THALLOUS CHLORIDE TL 201,THALLOUS CHLORIDE TL-201,NDA,CURIUM,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/018150s027lbl.pdf
18163,CAPSULE;ORAL,RESTORIL,TEMAZEPAM,NDA,SPECGX LLC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018163s071lbl.pdf
18164,TABLET;ORAL,ANAPROX DS,NAPROXEN SODIUM,NDA,ATNAHS PHARMA US,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/017581s115,018164s065,020067s024lbl.pdf"
18200,TABLET;ORAL,MIDAMOR,AMILORIDE HYDROCHLORIDE,NDA,PADAGIS US,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/18-200S024_Midamor_Prntlbl.pdf
18206,TABLET;ORAL,LO/OVRAL FE,ETHINYL ESTRADIOL; LEVONORGESTREL; FERROUS FUMARATE,NDA,CADENCE HEALTH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/018206s022lbl.pdf
18225,TABLET;ORAL,BUMEX,BUMETANIDE,NDA,VALIDUS PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/018225s028lbl.pdf
18227,INJECTABLE;INJECTION,AMIDATE,ETOMIDATE,NDA,HOSPIRA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/018227s032lbl.pdf
18240,TABLET;ORAL,TENORMIN,ATENOLOL,NDA,ALMATICA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/018240s032lbl.pdf
18248,INJECTABLE;INJECTION,OXYTOCIN,OXYTOCIN,NDA,FRESENIUS KABI USA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/018248s049lbl.pdf
18261,INJECTABLE;INJECTION,PITOCIN,OXYTOCIN,NDA,PAR STERILE PRODUCTS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/018261Orig1s041lbl.pdf
18264,INJECTABLE;INJECTION,DANTRIUM,DANTROLENE SODIUM,NDA,PAR STERILE PRODUCTS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/018264s025lbl.pdf
18276,TABLET;ORAL,XANAX,ALPRAZOLAM,NDA,UPJOHN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018276s059lbl.pdf
18279,"TABLET, EXTENDED RELEASE;ORAL",K-TAB,POTASSIUM CHLORIDE,NDA,ABBVIE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/018279Orig1s037lbl.pdf
18300,SOLUTION;TOPICAL,HIBISTAT,CHLORHEXIDINE GLUCONATE,NDA,MOLNLYCKE HLTH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/018300Orig1s019lbl.pdf
18303,TABLET;ORAL,LOPRESSOR HCT,HYDROCHLOROTHIAZIDE; METOPROLOL TARTRATE,NDA,VALIDUS PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/018303s040lbl.pdf
18304,INJECTABLE;INJECTION,SENSORCAINE,BUPIVACAINE HYDROCHLORIDE,NDA,FRESENIUS KABI USA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/018304s050lbl.pdf
18321,INJECTABLE;INJECTION,TECHNESCAN,TECHNETIUM TC-99M OXIDRONATE KIT,NDA,CURIUM,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/018321s022lbl.pdf
18327,GAS;INHALATION,XENON XE 133,XENON XE-133,NDA,CURIUM,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/018327s005lbl.pdf
18332,SUSPENSION;ORAL,INDOCIN,INDOMETHACIN,NDA,EGALET,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/018332s042lbl.pdf
18333,TABLET;ORAL,CARAFATE,SUCRALFATE,NDA,ALLERGAN,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/018333s034,019183s016lbl.pdf"
18337,SUPPOSITORY;RECTAL,ACETAMINOPHEN,ACETAMINOPHEN,NDA,TARO PHARM INDS LTD,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/018337Orig1s035lbl.pdf
18401,INJECTABLE;INJECTION,BUPRENEX,BUPRENORPHINE HYDROCHLORIDE,NDA,INDIVIOR INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/018401s026lbl.pdf
18422,TABLET;ORAL,LOPID,GEMFIBROZIL,NDA,PFIZER PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/018422s059lbl.pdf
18449,INJECTABLE;INJECTION,INTRALIPID 20%,SOYBEAN OIL,NDA,FRESENIUS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/018449s049lbl.pdf
18461,INJECTABLE;INJECTION,LIDOCAINE HYDROCHLORIDE 0.2% AND DEXTROSE 5% IN PLASTIC CONTAINER,LIDOCAINE HYDROCHLORIDE,NDA,BAXTER HLTHCARE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/018461s058lbl.pdf
18469,SOLUTION;IRRIGATION,BSS PLUS,CALCIUM CHLORIDE; DEXTROSE; GLUTATHIONE DISULFIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE,NDA,ALCON,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/018469s056lbl.pdf
18482,CAPSULE;ORAL,PROCARDIA,NIFEDIPINE,NDA,PFIZER,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/018482s052lbl.pdf
18484,INJECTABLE;INJECTION,PROSTIN VR PEDIATRIC,ALPROSTADIL,NDA,PFIZER,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/018484Orig1s028lbl.pdf
18487,TABLET;ORAL,FUROSEMIDE,FUROSEMIDE,NDA,MYLAN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/018487s043lbl.pdf
18511,INJECTABLE;INJECTION,DRAXIMAGE DTPA,TECHNETIUM TC-99M PENTETATE KIT,NDA,JUBILANT,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/018511Orig1s031lbl.pdf
18514,CREAM;TOPICAL,LOCOID,HYDROCORTISONE BUTYRATE,NDA,BAUSCH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/018514s013lbl.pdf
18553,"CAPSULE, EXTENDED RELEASE;ORAL",INDERAL LA,PROPRANOLOL HYDROCHLORIDE,NDA,ANI PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/018553s037lbl.pdf
18558,TABLET;ORAL,LITHIUM CARBONATE,LITHIUM CARBONATE,NDA,HIKMA,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/017812s036,018421s035,018558s030lbl.pdf"
18561,INJECTABLE;INJECTION,DEXTROSE 70% IN PLASTIC CONTAINER,DEXTROSE,NDA,ICU MEDICAL INC,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/018561s060,018562s059,018563s060,018564s062,019345s047lbl.pdf"
18562,INJECTABLE;INJECTION,DEXTROSE 40% IN PLASTIC CONTAINER,DEXTROSE,NDA,ICU MEDICAL INC,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/018561s060,018562s059,018563s060,018564s062,019345s047lbl.pdf"
18563,INJECTABLE;INJECTION,DEXTROSE 50% IN PLASTIC CONTAINER,DEXTROSE,NDA,ICU MEDICAL INC,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/018561s060,018562s059,018563s060,018564s062,019345s047lbl.pdf"
18564,INJECTABLE;INJECTION,DEXTROSE 20% IN PLASTIC CONTAINER,DEXTROSE,NDA,ICU MEDICAL INC,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/018561s060,018562s059,018563s060,018564s062,019345s047lbl.pdf"
18565,INJECTABLE;INJECTION,DURAMORPH PF,MORPHINE SULFATE,NDA,HIKMA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/018565s024lbl.pdf
18569,TABLET;ORAL,FUROSEMIDE,FUROSEMIDE,NDA,EPIC PHARMA LLC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/018569s066lbl.pdf
18594,OINTMENT;TOPICAL,TOPICORT,DESOXIMETASONE,NDA,TARO PHARM INDS LTD,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/018594Orig1s008lbl.pdf
18602,TABLET;ORAL,CARDIZEM,DILTIAZEM HYDROCHLORIDE,NDA,BAUSCH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/018602Orig1s069lbl.pdf
18604,OINTMENT;TOPICAL,ZOVIRAX,ACYCLOVIR,NDA,BAUSCH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/018604s018lbl.pdf
